algo,graph,grammar,s_edges,ram_kb,time_sec
F T 10 1,generalJava,grammar_1_1_1,86,165552.0,0.5134909152984619
F T 10 1,generalJava,grammar_1_1_1,86,165088.0,0.5202493667602539
F T 10 1,generalJava,grammar_1_1_1,86,165396.0,0.5136151313781738
