algo,graph,grammar,s_edges,ram_kb,time_sec
T T 20 2,basic,grammar_1_1_1,80,382876.0,0.12659907341003418
T T 20 2,basic,grammar_1_1_1,80,167736.0,0.12813282012939453
T T 20 2,basic,grammar_1_1_1,80,167832.0,0.12644481658935547
