algo,graph,grammar,s_edges,ram_kb,time_sec
F T 20 1,cornerCases,grammar_1_1_1,149,168416.0,1.386878252029419
F T 20 1,cornerCases,grammar_1_1_1,149,168336.0,1.418163776397705
F T 20 1,cornerCases,grammar_1_1_1,149,168360.0,1.3735344409942627
