algo,graph,grammar,s_edges,ram_kb,time_sec
T T 100 1,generalJava,grammar_1_1_1,86,387788.0,0.09237456321716309
T T 100 1,generalJava,grammar_1_1_1,86,165292.0,0.09184551239013672
T T 100 1,generalJava,grammar_1_1_1,86,164824.0,0.09135890007019043
