algo,graph,grammar,s_edges,ram_kb,time_sec
T T 20 2,generalJava,grammar_1_1_1,60,382324.0,0.13345932960510254
T T 20 2,generalJava,grammar_1_1_1,60,167356.0,0.13472533226013184
T T 20 2,generalJava,grammar_1_1_1,60,166708.0,0.13425326347351074
